Date,Adj Close,Return,%Return,%RAR
7/31/1996,22.44,,,
8/30/1996,23.57,0.050356506,5.035650624,
9/30/1996,25.02,0.06151888,6.151887993,
10/31/1996,25.69,0.026778577,2.677857714,
11/29/1996,27.38,0.065784352,6.578435189,
12/31/1996,26.66,-0.026296567,-2.629656684,
1/31/1997,27.82,0.043510878,4.351087772,
2/28/1997,27.71,-0.00395399,-0.395398994,
3/31/1997,26.59,-0.040418621,-4.041862144,
4/30/1997,27.28,0.025949605,2.594960511,
5/30/1997,29.51,0.081744868,8.174486804,
6/30/1997,31.59,0.070484581,7.04845815,
7/31/1997,33.09,0.047483381,4.748338082,
8/29/1997,32.02,-0.032336053,-3.233605319,
9/30/1997,33.44,0.044347283,4.434728295,
10/31/1997,32.79,-0.019437799,-1.943779904
11/28/1997,33.51,0.021957914,2.1957914
12/31/1997,33.77,0.007758878,0.775887795
1/30/1998,32.99,-0.023097424,-2.309742375
2/27/1998,35.36,0.071839952,7.18399515
3/31/1998,36.58,0.034502262,3.450226244
4/30/1998,36.94,0.009841443,0.984144341
5/29/1998,36.3,-0.017325393,-1.732539253
6/30/1998,36.14,-0.004407713,-0.44077135
7/31/1998,35.02,-0.030990592,-3.099059214
8/31/1998,29.89,-0.146487721,-14.64877213
9/30/1998,31.39,0.050184008,5.018400803
10/30/1998,33.51,0.067537432,6.75374323
11/30/1998,35.08,0.046851686,4.685168606
12/31/1998,36.52,0.041049031,4.104903079
1/29/1999,36.32,-0.005476451,-0.547645126
2/26/1999,35.77,-0.015143172,-1.514317181
3/31/1999,35.17,-0.016773833,-1.677383282
4/30/1999,38.43,0.092692636,9.269263577
5/28/1999,39.01,0.015092376,1.509237575
6/30/1999,40.12,0.028454243,2.84542425
7/30/1999,39.78,-0.008474576,-0.847457627
8/31/1999,39.71,-0.001759678,-0.175967823
9/30/1999,38.39,-0.033240997,-3.324099723
10/29/1999,39.37,0.025527481,2.552748111
11/30/1999,39.18,-0.00482601,-0.482600965
12/31/1999,37.84,-0.034201123,-3.420112302
1/31/2000,35.66,-0.057610994,-5.761099366
2/29/2000,34.26,-0.039259675,-3.925967471
3/31/2000,38.08,0.111500292,11.15002919
4/28/2000,39.6,0.039915966,3.991596639
5/31/2000,41.03,0.036111111,3.611111111
6/30/2000,40.65,-0.009261516,-0.926151596
7/31/2000,41.42,0.018942189,1.894218942
8/31/2000,42.01,0.014244326,1.424432641
9/29/2000,41.89,-0.002856463,-0.285646275
10/31/2000,44,0.050370017,5.037001671
11/30/2000,44.88,0.02,2
12/29/2000,45.61,0.016265597,1.626559715
1/31/2001,44.2,-0.030914273,-3.091427319
2/28/2001,44.54,0.007692308,0.769230769
3/30/2001,42.81,-0.038841491,-3.884149079
4/30/2001,43.86,0.02452698,2.452697968
5/31/2001,45.92,0.046967624,4.696762426
6/29/2001,46.06,0.00304878,0.304878049
7/31/2001,47.14,0.023447677,2.344767694
8/31/2001,46.19,-0.020152737,-2.015273653
9/28/2001,43.42,-0.05996969,-5.996969041
10/31/2001,43.67,0.005757715,0.575771534
11/30/2001,47.34,0.084039386,8.403938631
12/31/2001,48.48,0.024081115,2.408111534
1/31/2002,49.35,0.017945545,1.794554455
2/28/2002,50.37,0.020668693,2.066869301
3/28/2002,51.76,0.027595791,2.759579115
4/30/2002,51.73,-0.000579598,-0.057959815
5/31/2002,51.01,-0.013918423,-1.391842258
6/28/2002,47.42,-0.070378357,-7.037835718
7/31/2002,44.88,-0.053563897,-5.356389709
8/30/2002,45.15,0.006016043,0.601604278
9/30/2002,41.34,-0.084385382,-8.438538206
10/31/2002,43.65,0.055878084,5.587808418
11/29/2002,46.13,0.056815578,5.681557847
12/31/2002,44.54,-0.034467808,-3.446780837
1/31/2003,43.68,-0.019308487,-1.930848675
2/28/2003,43.01,-0.015338828,-1.533882784
3/31/2003,43.4,0.009067659,0.906765868
4/30/2003,46.33,0.067511521,6.751152074
5/30/2003,48.41,0.044895316,4.489531621
6/30/2003,49.23,0.016938649,1.693864904
7/31/2003,50.38,0.02335974,2.335974
8/29/2003,51.47,0.02163557,2.163556967
9/30/2003,50.87,-0.011657276,-1.165727608
10/31/2003,53.49,0.051503833,5.15038333
11/28/2003,54.21,0.01346046,1.34604599
12/31/2003,56.27,0.038000369,3.800036894
